Artist,Position,Title,Year
Jodeci,57,Freek'n You,1995
lo,58,I Wish - Skee,1995
Elton John,59,Believe,1995
Natalie Merchant,60,Carnival,1995
Tom Petty,61,You Don't Know How It Feels,1995
Take That,62,Back for Good,1995
69 Boyz,63,Tootsie Roll,1995
Janet Jackson,64,You Want This,1995
Groove Theory,65,Tell Me,1995
Total,66,Can't You See,1995
Sheryl Crow,67,All I Wanna Do,1995
Subway,68,This Lil' Game We Play,1995
Real McCoy,69,Come and Get Your Love,1995
Bon Jovi,70,This Ain't a Love Song,1995
Madonna,71,Secret,1995
Junior M.A.F.I.A.,72,Player's Anthem,1995
Naughty By Nature,73,Feel Me Flow,1995
Jade,74,Every Day of the Week,1995
Vanessa Williams,75,The Sweetest Days,1995
20 Fingers Featuring Gillette,76,Short Dick Man,1995
Brandy,77,Brokenhearted,1995
Annie Lennox,78,"No More ""I Love You's""",1995
Faith Evans,79,You Used to Love Me,1995
Immature,80,Constantly,1995
U2,81,"Hold Me, Thrill Me, Kiss Me, Kill Me",1995
Crystal Waters,82,100% Pure Love,1995
Raphael Saadiq,83,Ask of You,1995
Az,84,Sugar Hill,1995
Better Than Ezra,85,Good,1995
D'angelo,86,Brown Sugar,1995
Gloria Estefan,87,Turn the Beat Around,1995
After 7,88,'Til You Do Me Right,1995
Harmony,89,1st of tha Month - Bone Thugs-N,1995
Melissa Etheridge,90,Like the Way I Do / If I Wanted To,1995
Firehouse,91,I Live My Life For You,1995
Stevie B,92,Dream About You / Funky Melody,1995
Rednex,93,Cotton Eye Joe,1995
Boyz II Men,94,Thank You,1995
The Pretenders,95,I'll Stand By You,1995
N II U,96,I Miss You,1995
Da Brat,97,Give It 2 You,1995
Brandy,98,Best Friend,1995
Soul Asylum,99,Misery,1995
Van Halen,100,Can't Stop Lovin' You,1995
Los Del Rio,1,Macarena (Bayside Boys Remix),1996
Mariah Carey and Boyz II Men,2,One Sweet Day,1996
Celine Dion,3,Because You Loved Me,1996
Tony Rich Project,4,Nobody Knows,1996
Mariah Carey,5,Always Be My Baby,1996
Tracy Chapman,6,Give Me One Reason,1996
Harmony,7,Tha Crossroads - Bone Thugs-N,1996
Donna Lewis,8,I Love You Always Forever,1996
Toni Braxton,9,You're Makin' Me High/Let It Flow,1996
Keith Sweat,10,Twisted,1996
Quad City Dj's,11,C'mon N' Ride It (The Train),1996
Everything But The Girl,12,Missing,1996
Alanis Morissette,13,Ironic,1996
Whitney Houston,14,Exhale (Shoop Shoop),1996
Gin Blossoms,15,Follow You Down/Til I Hear It from You,1996
Brandy,16,Sittin' Up In My Room,1996
2Pac,17,How Do U Want It/California Love,1996
Celine Dion,18,It's All Coming Back to Me Now,1996
Eric Clapton,19,Change the World,1996
LL Cool J,20,Hey Lover,1996
LL Cool J,21,Loungin',1996
Jann Arden,22,Insensitive,1996
La Bouche,23,Be My Lover,1996
The Goo Goo Dolls,24,Name,1996
Jewel,25,Who Will Save Your Soul,1996
No Mercy,26,Where Do You Go,1996
R. Kelly,27,I Can't Sleep Baby (If I),1996
Dishwalla,28,Counting Blue Cars,1996
Alanis Morissette,29,You Learn/You Oughta Know,1996
Joan Osborne,30,One of Us,1996
Natalie Merchant,31,Wonder,1996
Mary J. Blige,32,Not Gon' Cry,1996
Coolio,33,Gangsta's Paradise,1996
112 featuring The Notorious B.I.G.,34,Only You,1996
R. Kelly,35,Down Low (Nobody Has to Know),1996
SWV,36,You're the One,1996
La Bouche,37,Sweet Dreams,1996
Monica,38,Before You Walk Out of My Life / Like This and Like That,1996
Deep Blue Something,39,Breakfast at Tiffany's,1996
Coolio,40,1-2-3-4 (Sumpin' New),1996
Collective Soul,41,The World I Know,1996
BLACKstreet (featuring Dr. Dre),42,No Diggity,1996
3T,43,Anything,1996
The Smashing Pumpkins,44,1979,1996
TLC,45,Diggin' On You,1996
Monica,46,Why I Love You So Much/Ain't Nobody,1996
Total,47,Kissin' You,1996
Whitney Houston and CeCe Winans,48,Count On Me,1996
Mariah Carey,49,Fantasy,1996
Hootie and The Blowfish,50,Time,1996
Madonna,51,You'll See,1996
Az Yet,52,Last Night,1996
Merril Bainbridge,53,Mouth,1996
Color Me Badd,54,"The Earth, The Sun, The Rain",1996
Joe,55,All the Things (Your Man Won't Do),1996
Oasis,56,Wonderwall,1996
Busta Rhymes,57,Woo Hah!! Got You All In Check/Everything Remains Raw,1996
Groove Theory,58,Tell Me,1996
Outkast,59,Elevators (Me & You),1996
Blues Traveler,60,Hook,1996
LL Cool J,61,Doin It,1996
George Michael,62,Fastlove,1996
Case featuring Foxxy Brown,63,Touch Me Tease Me,1996
Kris Kross,64,Tonite'S Tha Night,1996
Robert Mile,65,Children,1996
Adam Clayton and Larry Mullen,66,Theme From Mission: Impossible,1996
Bodeans,67,Closer to Free,1996
No Doubt,68,Just a Girl,1996
Aaliyah,69,If Your Girl Only Knew,1996
D'angelo,70,Lady,1996
John Mellencamp,71,Key West Intermezzo (I Saw You First),1996
Ginuwine,72,Pony,1996
Keith Sweat,73,Nobody,1996
Hootie and The Blowfish,74,Old Man & Me - Fairweather Johnson,1996
Sheryl Crow,75,If It Makes You Happy,1996
Sophie B. Hawkins,76,As I Lay Me Down,1996
MC Lyte,77,"Keep On, Keepin' On",1996
Natalie Merchant,78,Jealousy,1996
Melissa Etheridge,79,I Want to Come Over,1996
Deborah Cox,80,Who Do U Love,1996
Toni Braxton,81,Un-Break My Heart,1996
Amber,82,This Is Your Night,1996
R. Kelly,83,You Remind Me of Something,1996
Janet Jackson,84,Runaway,1996
Planet Soul,85,Set U Free,1996
New Edition,86,Hit Me Off,1996
Total,87,No One Else,1996
Ghost Town Dj's,88,My Boo,1996
Junior M.A.F.I.A.,89,Get Money,1996
Maxi Priest featuring Shaggy,90,That Girl,1996
Do Or Die,91,Po Pimp,1996
Metallica,92,Until It Sleeps,1996
Crucial Conflict,93,Hay,1996
Ace Of Base,94,Beautiful Life,1996
Take That,95,Back for Good,1996
Pearl Jam,96,I Got Id / The Long Road,1996
Faith Evans,97,Soon As I Get Home,1996
Los Del Rio,98,Macarena,1996
Hootie and The Blowfish,99,Only Wanna Be With You,1996
Seal,100,Don't Cry,1996
Elton John,1,Candle In the Wind,1997
Jewel,2,Foolish Games/You Were Meant For Me,1997
Puff Daddy and Faith Evans,3,I'll Be Missing You,1997
Toni Braxton,4,Un-Break My Heart,1997
Puff Daddy,5,Can't Nobody Hold Me Down,1997
R. Kelly,6,I Believe I Can Fly,1997
En Vogue,7,Don't Let Go (Love),1997
Mark Morrison,8,Return of the Mack,1997
LeAnn Rimes,9,How Do I Live,1997
Spice Girls,10,Wannabe,1997
Backstreet Boys,11,Quit Playing Games (With My Heart),1997
Hanson,12,MMMBop - Middle of Nowhere,1997
Monica,13,For You I Will,1997
Usher,14,You Make Me Wanna...,1997
Meredith Brooks,15,Bitch,1997
Keith Sweat,16,Nobody,1997
Third Eye Blind,17,Semi-Charmed Life,1997
Duncan Sheik,18,Barely Breathing,1997
Az Yet featuring Peter Cetera,19,Hard to Say I'm Sorry,1997
The Notorious B.I.G.,20,Mo Money Mo Problems,1997
The Verve Pipe,21,The Freshmen,1997
Savage Garden,22,I Want You,1997
BLACKstreet featuring Dr. Dre,23,No Diggity,1997
Rome,24,I Belong To You (Every Time I See Your Face),1997
The Notorious B.I.G.,25,Hypnotize,1997
Babyface,26,Every Time I Close My Eyes,1997
Dru Hill,27,In My Bed,1997
Spice Girls,28,Say You'll Be There,1997
Robyn,29,Do You Know (What It Takes),1997
Boyz II Men,30,4 Seasons of Loneliness,1997
Changing Faces,31,G.H.E.T.T.O.U.T.,1997
Mariah Carey,32,Honey,1997
Whitney Houston,33,I Believe In You and Me,1997
Freaknasty,34,Da' Dip,1997
Spice Girls,35,2 Become 1,1997
Sister Hazel,36,All for You,1997
112,37,Cupid,1997
Paula Cole,38,Where Have All the Cowboys Gone?,1997
Shawn Colvin,39,Sunny Came Home,1997
Tim McGraw and Faith Hill,40,It's Your Love,1997
Gina G,41,Ooh Aah Just a Little Bit,1997
Merril Bainbridge,42,Mouth,1997
Allure featuring 112,43,All Cried Out,1997
New Edition,44,I'm Still In Love With You,1997
98 Degrees,45,Invisible Man,1997
Lil' Kim,46,Not Tonight,1997
Harmony,47,Look into My Eyes - Bone Thugs-N,1997
702,48,Get It Together,1997
Celine Dion,49,All By Myself,1997
Celine Dion,50,It's All Coming Back to Me Now,1997
Somethin' For The People,51,My Love Is the Shhh!,1997
No Mercy,52,Where Do You Go,1997
Barbra Streisand and Bryan Adams,53,I Finally Found Someone,1997
Z,54,I'll Be - Foxy Brown featuring Jay,1997
Sheryl Crow,55,If It Makes You Happy,1997
Dru Hill,56,Never Make a Promise,1997
Journey,57,When You Love a Woman,1997
Magoo And Timbaland,58,Up Jump da Boogie,1997
Toni Braxton,59,I Don't Want To/I Love Me Some Him,1997
Sheryl Crow,60,Everyday Is a Winding Road,1997
Mc Lyte,61,Cold Rock a Party,1997
Ginuwine,62,Pony,1997
Sarah McLachlan,63,Building a Mystery,1997
Donna Lewis,64,I Love You Always Forever,1997
White Town,65,Your Woman,1997
Coolio,66,C U When U Get There,1997
Eric Clapton,67,Change the World,1997
Rock and The Bizz,68,MyBabyDaddy - B,1997
Chumbawamba,69,Tubthumping,1997
R. Kelly,70,Gotham City,1997
Az Yet,71,Last Night,1997
Heavy D,73,Big Daddy,1997
Total,74,What About Us,1997
Scarface,75,Smile,1997
Montell Jordan,76,What's On Tonight,1997
Bruce Springsteen,77,Secret Garden,1997
Seal,79,Fly Like an Eagle,1997
Lil' Kim,80,No Time,1997
Luscious Jackson,81,Naked Eye,1997
Los Del Rio,82,Macarena,1997
Erykah Badu,83,On and On,1997
Joe,84,Don't Wanna Be a Player,1997
Warren G,85,I Shot the Sheriff,1997
Brian McKnight featuring Mase,86,You Should Be Mine (Don't Waste Your Time),1997
Madonna,87,Don't Cry for Me Argentina,1997
SWV,88,Someone,1997
Michael Bolton,89,Go the Distance,1997
Real McCoy,90,One More Time,1997
Next,91,Butta Love,1997
Mr. President,92,Coco Jamboo,1997
Keith Sweat,93,Twisted,1997
Aqua,94,Barbie Girl,1997
Cranberries,95,When You're Gone/Free to Decide,1997
DJ Kool,96,Let Me Clear My Throat,1997
Blackout Allstars,97,I Like It (Like That),1997
Toni Braxton,98,You're Makin' Me High/Let It Flow,1997
Madonna,99,You Must Love Me,1997
Ray J,100,Let It Go,1997
Next,1,Too Close,1998
Brandy and Monica,2,The Boy Is Mine,1998
Shania Twain,3,You're Still the One,1998
Savage Garden,4,Truly Madly Deeply,1998
LeAnn Rimes,5,How Do I Live,1998
Janet Jackson,6,Together Again,1998
Ci and JoJo,7,All My Life - K,1998
Elton John,8,Candle In the Wind,1998
Usher,9,Nice & Slow,1998
Paula Cole,10,I Don't Want To Wait,1998
Third Eye Blind,11,How's It Going to Be,1998
Destiny's Child,12,"No, No, No",1998
Celine Dion,13,My Heart Will Go On,1998
Will Smith,14,Gettin' Jiggy Wit It,1998
Usher,15,You Make Me Wanna...,1998
Usher,16,My Way,1998
Mariah Carey,17,My All,1998
Monica,18,The First Night,1998
Puff Daddy and The Family,19,Been around the world,1998
Sarah McLachlan,20,Adia,1998
Jennifer Paige,21,Crush,1998
Backstreet Boys,22,Everybody (Backstreet's Back),1998
Aerosmith,23,I Don't Want to Miss a Thing,1998
Public Announcement,24,Body Bumpin' (Yippie-Yi-Yo),1998
Faith Hill,25,This Kiss,1998
Uncle Sam,26,I Don't Ever Want to See You Again,1998
Montell Jordan,27,Let's Ride,1998
Marcy Playground,28,Sex and Candy,1998
Robyn,29,Show Me Love,1998
Boyz II Men,30,A Song for Mama,1998
Mase,31,What You Want,1998
Madonna,32,Frozen,1998
Wyclef Jean,33,Gone Till November,1998
LSG,34,My Body,1998
Chumbawamba,35,Tubthumping,1998
Lord Tariq and Peter Gunz,36,Deja Vu (Uptown Baby),1998
'N Sync,37,I Want You Back,1998
Five,38,When the Lights Go Out,1998
Jon B.,39,They Don't Know,1998
Master P,40,Make 'Em Say Uhh,1998
"Nicole featuring Missy ""Misdemeanor"" Elliott and Mocha",41,Make It Hot,1998
All Saints,42,Never Ever,1998
Janet Jackson,43,I Get Lonely,1998
Mase,44,Feel So Good,1998
Voices Of Theory,45,Say It,1998
Billie Myers,46,Kiss the Rain,1998
Puff Daddy,47,Come With Me,1998
E Fyne,48,Romeo And Juliet - Sylk,1998
Mya and Sisqo,49,It's All About Me,1998
Hanson,50,I Will Come to You,1998
Barenaked Ladies,51,One Week,1998
K.P. and Envyi,52,Swing My Way,1998
Xscape,53,The Arms of the One Who Loves You,1998
Somethin' For The People,54,My Love Is the Shhh!,1998
"Tatyana Ali, Lord Tariq & Peter Gunz",55,Daydreamin',1998
Dru Hill,56,We're Not Making Love No More,1998
Third Eye Blind,57,Semi-Charmed Life,1998
Lisa Loeb,58,I Do,1998
Mase,59,Lookin' At Me,1998
LeAnn Rimes,60,Looking Through Your Eyes,1998
Divine,61,Lately,1998
Backstreet Boys,62,Quit Playing Games (With My Heart),1998
Next,63,I Still Love You,1998
Inoj,64,Time After Time,1998
Jimmy Ray,65,Are You Jimmy Ray?,1998
Ace Of Base,66,Cruel Summer,1998
Master P,67,I Got the Hook-Up!,1998
Puff Daddy and The Family,68,Victory,1998
Spice Girls,69,Too Much,1998
Pras featuring Ol' Dirty Bastard and Mya,70,Ghetto Supastar (That Is What You Are),1998
Dru Hill featuring Redman,71,How Deep Is Your Love,1998
Kelly Price,72,Friend of Mine,1998
Busta Rhymes,73,Turn It Up (Remix) / Fire It Up,1998
Edwin McCain,74,I'll Be,1998
Madonna,75,Ray of Light,1998
Sister Hazel,76,All for You,1998
Monifah,77,Touch It,1998
Lox,78,"Money, Power & Respect",1998
The Verve,79,Bitter Sweet Symphony,1998
Busta Rhymes,80,Dangerous,1998
Spice Girls,81,Spice Up Your Life,1998
98 Degrees,82,Because of You,1998
Loreena McKennitt,83,The Mummers' Dance,1998
Allure featuring 112,84,All Cried Out,1998
Big Punisher,85,Still Not a Player (feat. Joe),1998
Aaliyah,86,The One I Gave My Heart To,1998
Jewel,87,Foolish Games/You Were Meant For Me,1998
INOj,88,Love You Down,1998
2Pac,89,Do for Love,1998
Luke,90,Raise the Roof,1998
Nu Flavor,91,Heaven,1998
Jermaine Dupri,92,The Party Continues (feat. Da Brat & Usher) [Video Version],1998
"Missy ""Misdemeanor"" Elliott featuring Da Brat",93,Sock It 2 Me,1998
Next,94,Butta Love,1998
Aretha Franklin,95,A Rose Is Still a Rose,1998
Boyz II Men,96,4 Seasons of Loneliness,1998
LL Cool J,97,Father,1998
Gerald Levert,98,Thinkin' Bout It,1998
Deborah Cox,99,Nobody's Supposed to Be Here,1998
TQ,100,Westside,1998
Cher,1,Believe,1999
TLC,2,No Scrubs,1999
Monica,3,Angel of Mine,1999
Whitney Houston,4,Heartbreak Hotel,1999
Britney Spears,5,...Baby One More Time,1999
Sixpence None The Richer,6,Kiss Me,1999
Christina Aguilera,7,Genie In a Bottle,1999
Sugar Ray,8,Every Morning,1999
Deborah Cox,9,Nobody's Supposed to Be Here,1999
Ricky Martin,10,Livin' la Vida Loca,1999
702,11,Where My Girls At?,1999
Jennifer Lopez,12,If You Had My Love,1999
Goo Goo Dolls,13,Slide,1999
Brandy,14,Have You Ever,1999
Backstreet Boys,15,I Want It That Way,1999
R. Kelly and Celine Dion,16,I'm Your Angel,1999
Smash Mouth,17,All Star,1999
Sarah McLachlan,18,Angel,1999
Santana featuring Rob Thomas,19,Smooth,1999
TLC,20,Unpretty,1999
Destiny's Child,21,"Bills, Bills, Bills",1999
Eye Cherry,22,Save Tonight - Eagle,1999
Pearl Jam,23,Last Kiss,1999
Maxwell,24,Fortunate,1999
Backstreet Boys,25,All I Have to Give,1999
Enrique Iglesias,26,Bailamos,1999
Busta Rhymes featuring Janet,27,What's It Gonna Be?!,1999
Everlast,28,What It's Like,1999
Lenny Kravitz,29,Fly Away,1999
Sugar Ray,30,Someday,1999
Divine,31,Lately,1999
Shania Twain,32,That Don't Impress Me Much,1999
Will Smith featuring Dru Hill and Kool Moe Dee,33,Wild Wild West,1999
Red Hot Chili Peppers,34,Scar Tissue,1999
Z,35,Heartbreaker - Mariah Carey featuring Jay,1999
Mariah Carey,36,I Still Believe,1999
98 Degrees,37,The Hardest Thing,1999
LFO,38,Summer Girls,1999
Z featuring Amil (Of Major Coinz) and Ja Rule,39,Can I Get A... - Jay,1999
Third Eye Blind,40,Jumper,1999
Lauryn Hill,41,Doo Wop (That Thing),1999
Lou Bega,42,Mambo No. 5 (A Little Bit Of...),1999
Tyrese,43,Sweet Lady,1999
Whitney Houston,44,It's Not Right But It's Okay,1999
'N Sync,45,(God Must Have Spent) A Little More Time on You,1999
Shawn Mullins,46,Lullaby,1999
112 featuring Lil'Z,47,Anywhere,1999
Ci and JoJo,48,Tell Me It's Real - K,1999
Matchbox 20,49,Back 2 Good,1999
Blaque,50,808,1999
Tal Bachman,51,She's So High,1999
Ricky Martin,52,Bella (She's All I Ever Had),1999
Will Smith,53,Miami,1999
Jewel,54,Hands,1999
JT Money featuring Sole,55,Who Dat,1999
Tim McGraw,56,Please Remember Me,1999
Shania Twain,57,From This Moment On,1999
Faith Evans,58,Love Like This,1999
Jesse Powell,59,You,1999
Total featuring Missy Elliott,60,Trippin',1999
Silk,61,If You,1999
Lauryn Hill,62,Ex-Factor,1999
Jordan Knight,63,Give It to You,1999
Goo Goo Dolls,64,Black Balloon,1999
Eric Benet featuring Tamia,65,Spend My Life With You,1999
Dru Hill,66,These Are the Times,1999
Mark Chesnutt,67,I Don't Want to Miss a Thing,1999
98 Degrees,68,I Do (Cherish You),1999
98 Degrees,69,Because of You,1999
Sarah McLachlan,70,I Will Remember You,1999
Chanté Moore,71,Chante's Got a Man,1999
Case,72,Happily Ever After,1999
Whitney Houston,73,My Love Is Your Love,1999
Faith Evans featuring Puff Daddy,74,All Night Long,1999
Juvenile featuring Mannie Fresh and Lil' Wayne,75,Back That Thang Up,1999
Brandy,76,Almost Doesn't Count,1999
Shania Twain,77,Man! I Feel Like a Woman!,1999
Len,78,Steal My Sunshine,1999
Marc Anthony,79,I Need to Know,1999
Ginuwine,80,So Anxious,1999
Case and Joe,81,Faded Pictures,1999
Brian McKnight,82,Back at One,1999
R. Kelly,83,When a Woman's Fed Up,1999
Kenny Chesney,84,How Forever Feels,1999
Lonestar,85,Amazed,1999
Britney Spears,86,Sometimes - ...Baby,1999
Harmony,87,Ghetto Cowboy - Mo Thugs Family featuring Bone Thugs-N,1999
Fastball,88,Out of My Head,1999
Z,89,Hard Knock Life (Ghetto Anthem) - Jay,1999
Naughty By Nature featuring Zhane,90,Jamboree,1999
BLACKstreet and Mya featuring Mase and Blinky Blink,91,Take Me There,1999
Joey McIntyre,92,Stay the Same,1999
Jo Dee Messina,93,Lesson In Leavin',1999
Goo Goo Dolls,94,Iris,1999
Puff Daddy featuring R. Kelly,95,Satisfy You,1999
Citizen King,96,Better Days (And the Bottom Drops Out),1999
'N Sync and Gloria Estefan,97,Music of My Heart,1999
George Strait,98,Write This Down,1999
Whitney Houston and Mariah Carey,99,When You Believe,1999
Alabama featuring 'N Sync,100,God Must Have Spent a Little More Time On You,1999
Faith Hill,1,Breathe,2000
Santana featuring Rob Thomas,2,Smooth,2000
Destiny's Child,3,Say My Name,2000
Joe,4,I Wanna Know,2000
Vertical Horizon,5,Everything You Want,2000
Santana featuring The Product G&B,6,Maria Maria,2000
Matchbox Twenty,7,Bent,2000
Lonestar,8,Amazed,2000
Savage Garden,9,I Knew I Loved You,2000
Toni Braxton,10,He Wasn't Man Enough,2000
Creed,11,Higher,2000
Aaliyah,12,Try Again,2000
P!nk,13,There You Go,2000
Sisqo,14,Thong Song,2000
3 Doors Down,15,Kryptonite,2000
Destiny's Child,16,"Jumpin', Jumpin'",2000
Madonna,17,Music,2000
Janet,18,Doesn't Really Matter,2000
Christina Aguilera,19,What a Girl Wants,2000
Brian McKnight,20,Back at One,2000
'N Sync,21,Bye Bye Bye,2000
Marc Anthony,23,I Need to Know,2000
Montell Jordan,24,Get It On Tonite,2000
Sisqo,25,Incomplete,2000
Macy Gray,26,I Try,2000
'N Sync,27,It's Gonna Be Me,2000
Celine Dion,28,That's the Way It Is,2000
Nelly,29,Country Grammar (Hot...),2000
Blaque,30,Bring It All To Me,2000
Backstreet Boys,31,Show Me the Meaning of Being Lonely,2000
Tip,32,"Hot Boyz - Missy Elliott featuring Nas, EVE & Q",2000
BBMak,33,Back Here,2000
Sonique,34,It Feels So Good,2000
Nine Days,35,Absolutely (Story of a Girl),2000
Creed,36,With Arms Wide Open,2000
Enrique Iglesias,37,Be With You,2000
Christina Aguilera,38,Come On Over Baby (All I Want Is You),2000
Ruff Endz,39,No More,2000
Blink 182,40,All the Small Things,2000
Faith Hill,41,The Way You Love Me,2000
Christina Aguilera,42,I Turn to You,2000
Third Eye Blind,43,Never Let You Go,2000
LeAnn Rimes,44,I Need You,2000
Mariah Carey featuring Joe & 98 Degrees,45,Thank God I Found You,2000
Jagged Edge,46,Let's Get Married,2000
Whitney Houston,47,My Love Is Your Love,2000
Smash Mouth,48,Then the Morning Comes,2000
Eiffel 65,49,Blue (Da Ba Dee),2000
Sting featuring Cheb Mami,50,Brand New Day,2000
Eminem,51,The Real Slim Shady,2000
P!nk,52,Most Girls,2000
Next,53,Wifey,2000
Everclear,54,Wonderful,2000
Britney Spears,55,Oops!...I Did It Again,2000
Jessica Simpson,56,I Wanna Love You Forever,2000
98 Degrees,57,Give Me Just One Night (Una Noche),2000
Filter,58,Take a Picture,2000
Red Hot Chili Peppers,59,Otherside,2000
Z featuring UGK,60,Big Pimpin' - Jay,2000
Son By Four,61,Purest of Pain (A Puro Dolor),2000
Jagged Edge,62,He Can't Love U,2000
Avant,63,Separated,2000
Carl Thomas,64,I Wish,2000
Donell Jones,65,U Know What's Up,2000
SoulDecision featuring Thrust,66,Faded,2000
Kid Rock,67,Only God Knows Why,2000
Mystikal,68,Shake Ya Ass,2000
Erykah Badu,69,Bag Lady,2000
Train,70,Meet Virginia,2000
DMX,71,Party Up (Up In Here),2000
Mya,72,Case of the Ex (Whatcha Gonna Do),2000
Dr. Dre featuring Eminem,73,Forgot About Dre,2000
Jo Dee Messina,74,That's the Way,2000
Westlife,75,Swear It Again,2000
Dr. Dre featuring Snoop Dogg,76,The Next Episode,2000
Britney Spears,77,From the Bottom of My Broken Heart,2000
Savage Garden,78,Crash And Burn,2000
Chad Brock,79,Yes!,2000
George Strait,80,The Best Day,2000
Toby Keith,81,"Hold You, Kiss You, Love You",2000
Donell Jones,82,Where I Wanna Be,2000
Tim McGraw,83,My Best Friend,2000
